example_id,sentence,tokens,ner_tags,source,num_tokens,num_locations
123,The Yanam municipal corporation announced new rules.,"['The', 'Yanam', 'municipal', 'corporation', 'announced', 'new', 'rules.']","[0, 1, 0, 0, 0, 0, 0]",generated,7,1
124,The company expanded to Khowai.,"['The', 'company', 'expanded', 'to', 'Khowai.']","[0, 0, 0, 0, 0]",generated,5,0
125,Main Imphal East ja raha hun.,"['Main', 'Imphal', 'East', 'ja', 'raha', 'hun.']","[0, 1, 2, 0, 0, 0]",generated,6,1
126,The Chamba cricket team won the match.,"['The', 'Chamba', 'cricket', 'team', 'won', 'the', 'match.']","[0, 1, 0, 0, 0, 0, 0]",generated,7,1
127,The Palghar municipal corporation announced new rules.,"['The', 'Palghar', 'municipal', 'corporation', 'announced', 'new', 'rules.']","[0, 1, 0, 0, 0, 0, 0]",generated,7,1
128,"Inzamam-ul-Haq , Salim Malik , Asif Mujtaba , Wasim Akram , Moin","['Inzamam-ul-Haq', ',', 'Salim', 'Malik', ',', 'Asif', 'Mujtaba', ',', 'Wasim', 'Akram', ',', 'Moin']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,12,0
129,Khartoum says troops were defending their positions from rebel attacks .,"['Khartoum', 'says', 'troops', 'were', 'defending', 'their', 'positions', 'from', 'rebel', 'attacks', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_hindi,11,0
130,""" Our stand is firm , namely we are calling on ( the Russian ) government to end the economic embargo on Iraq and resume trade ties between Russia and Iraq , "" he told reporters .","['""', 'Our', 'stand', 'is', 'firm', ',', 'namely', 'we', 'are', 'calling', 'on', '(', 'the', 'Russian', ')', 'government', 'to', 'end', 'the', 'economic', 'embargo', 'on', 'Iraq', 'and', 'resume', 'trade', 'ties', 'between', 'Russia', 'and', 'Iraq', ',', '""', 'he', 'told', 'reporters', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,37,0
131,Trade between Allahabad and Chennai increased.,"['Trade', 'between', 'Allahabad', 'and', 'Chennai', 'increased.']","[0, 0, 1, 0, 0, 0]",generated,6,1
132,The Kulgam jurists agreed with Merck that job stress and health risks caused the 60-year old postal worker to have a heart attack four years ago .,"['The', 'Kulgam', 'jurists', 'agreed', 'with', 'Merck', 'that', 'job', 'stress', 'and', 'health', 'risks', 'caused', 'the', '60-year', 'old', 'postal', 'worker', 'to', 'have', 'a', 'heart', 'attack', 'four', 'years', 'ago', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",enhanced,27,1
133,I am going to Gopalganj.,"['I', 'am', 'going', 'to', 'Gopalganj.']","[0, 0, 0, 0, 0]",generated,5,0
134,The river flows through Udham Singh Nagar.,"['The', 'river', 'flows', 'through', 'Udham', 'Singh', 'Nagar.']","[0, 0, 0, 0, 0, 0, 0]",generated,7,0
135,The conference is in Imphal East.,"['The', 'conference', 'is', 'in', 'Imphal', 'East.']","[0, 0, 0, 0, 0, 0]",generated,6,0
136,Weather in Purbi Singhbhum is pleasant today.,"['Weather', 'in', 'Purbi', 'Singhbhum', 'is', 'pleasant', 'today.']","[0, 0, 1, 2, 0, 0, 0]",generated,7,1
137,"Sheep have long been known to contract scrapie , a similar brain-wasting disease to BSE which is believed to have been transferred to cattle through feed containing animal waste .","['Sheep', 'have', 'long', 'been', 'known', 'to', 'contract', 'scrapie', ',', 'a', 'similar', 'brain-wasting', 'disease', 'to', 'BSE', 'which', 'is', 'believed', 'to', 'have', 'been', 'transferred', 'to', 'cattle', 'through', 'feed', 'containing', 'animal', 'waste', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,30,0
138,I was born in Shahid Bhagat Singh Nagar.,"['I', 'was', 'born', 'in', 'Shahid', 'Bhagat', 'Singh', 'Nagar.']","[0, 0, 0, 0, 0, 0, 0, 0]",generated,8,0
139,JAMMU AND KASHMIR mein bahut garmi hai.,"['JAMMU', 'AND', 'KASHMIR', 'mein', 'bahut', 'garmi', 'hai.']","[1, 2, 2, 0, 0, 0, 0]",generated,7,1
140,NIDA'A AL-WATAN,"[""NIDA'A"", 'AL-WATAN']","[0, 0]",original_conll,2,0
141,The Pudukkottai cricket team won the match.,"['The', 'Pudukkottai', 'cricket', 'team', 'won', 'the', 'match.']","[0, 1, 0, 0, 0, 0, 0]",generated,7,1
142,"The president 's aircraft has received permission to pass through Israeli airspace but the president is not expected to travel to the West Bank before Monday , "" Nabil Abu Rdainah told Reuters .","['The', 'president', ""'s"", 'aircraft', 'has', 'received', 'permission', 'to', 'pass', 'through', 'Israeli', 'airspace', 'but', 'the', 'president', 'is', 'not', 'expected', 'to', 'travel', 'to', 'the', 'West', 'Bank', 'before', 'Monday', ',', '""', 'Nabil', 'Abu', 'Rdainah', 'told', 'Reuters', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,34,0
143,The river flows through Anantapur.,"['The', 'river', 'flows', 'through', 'Anantapur.']","[0, 0, 0, 0, 0]",generated,5,0
144,"He was replaced by another general as "" coordinator of operations in Lebanon . ""","['He', 'was', 'replaced', 'by', 'another', 'general', 'as', '""', 'coordinator', 'of', 'operations', 'in', 'Lebanon', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",original_hindi,15,1
145,The flight to Auraiya was delayed.,"['The', 'flight', 'to', 'Auraiya', 'was', 'delayed.']","[0, 0, 0, 1, 0, 0]",generated,6,1
146,Educational institutions in Kamareddy are top-rated.,"['Educational', 'institutions', 'in', 'Kamareddy', 'are', 'top-rated.']","[0, 0, 0, 1, 0, 0]",generated,6,1
147,The river flows through Chitrakoot.,"['The', 'river', 'flows', 'through', 'Chitrakoot.']","[0, 0, 0, 0, 0]",generated,5,0
148,We visited Sri Ganganagar last month.,"['We', 'visited', 'Sri', 'Ganganagar', 'last', 'month.']","[0, 0, 1, 2, 0, 0]",generated,6,1
149,Government officials from Hassan attended the meeting.,"['Government', 'officials', 'from', 'Hassan', 'attended', 'the', 'meeting.']","[0, 0, 0, 1, 0, 0, 0]",generated,7,1
150,The office in Lakhisarai is hiring.,"['The', 'office', 'in', 'Lakhisarai', 'is', 'hiring.']","[0, 0, 0, 1, 0, 0]",generated,6,1
151,Traditional dance of Chhota Udepur is popular.,"['Traditional', 'dance', 'of', 'Chhota', 'Udepur', 'is', 'popular.']","[0, 0, 0, 1, 2, 0, 0]",generated,7,1
152,AMSTERDAM 1996-08-22,"['AMSTERDAM', '1996-08-22']","[0, 0]",original_conll,2,0
153,Temperature in Tiruchirappalli reached 45 degrees.,"['Temperature', 'in', 'Tiruchirappalli', 'reached', '45', 'degrees.']","[0, 0, 1, 0, 0, 0]",generated,6,1
154,The train from Kolasib arrived late.,"['The', 'train', 'from', 'Kolasib', 'arrived', 'late.']","[0, 0, 0, 1, 0, 0]",generated,6,1
155,Agriculture in Faridkot is thriving.,"['Agriculture', 'in', 'Faridkot', 'is', 'thriving.']","[0, 0, 1, 0, 0]",generated,5,1
156,Trade between Uttar Bastar Kanker and Chennai increased.,"['Trade', 'between', 'Uttar', 'Bastar', 'Kanker', 'and', 'Chennai', 'increased.']","[0, 0, 1, 2, 2, 0, 0, 0]",generated,8,1
157,The train from KARNATAKA arrived late.,"['The', 'train', 'from', 'KARNATAKA', 'arrived', 'late.']","[0, 0, 0, 1, 0, 0]",generated,6,1
158,Main Sivaganga ja raha hun.,"['Main', 'Sivaganga', 'ja', 'raha', 'hun.']","[0, 1, 0, 0, 0]",generated,5,1
159,The Virudhunagar cricket team won the match.,"['The', 'Virudhunagar', 'cricket', 'team', 'won', 'the', 'match.']","[0, 1, 0, 0, 0, 0, 0]",generated,7,1
160,Weather in JHARKHAND is pleasant today.,"['Weather', 'in', 'JHARKHAND', 'is', 'pleasant', 'today.']","[0, 0, 1, 0, 0, 0]",generated,6,1
161,Traditional dance of Chitradurga is popular.,"['Traditional', 'dance', 'of', 'Chitradurga', 'is', 'popular.']","[0, 0, 0, 1, 0, 0]",generated,6,1
162,Thanjavur mein bahut garmi hai.,"['Thanjavur', 'mein', 'bahut', 'garmi', 'hai.']","[1, 0, 0, 0, 0]",generated,5,1
163,The train from Ajmer arrived late.,"['The', 'train', 'from', 'Ajmer', 'arrived', 'late.']","[0, 0, 0, 1, 0, 0]",generated,6,1
164,Government officials from Chennai attended the meeting.,"['Government', 'officials', 'from', 'Chennai', 'attended', 'the', 'meeting.']","[0, 0, 0, 1, 0, 0, 0]",generated,7,1
165,The festival in Mokokchung was amazing.,"['The', 'festival', 'in', 'Mokokchung', 'was', 'amazing.']","[0, 0, 0, 1, 0, 0]",generated,6,1
166,Baran mein bahut garmi hai.,"['Baran', 'mein', 'bahut', 'garmi', 'hai.']","[1, 0, 0, 0, 0]",generated,5,1
167,The route between Delhi and Bongaigaon is scenic.,"['The', 'route', 'between', 'Delhi', 'and', 'Bongaigaon', 'is', 'scenic.']","[0, 0, 0, 0, 0, 1, 0, 0]",generated,8,1
168,The train from Nuapada arrived late.,"['The', 'train', 'from', 'Nuapada', 'arrived', 'late.']","[0, 0, 0, 1, 0, 0]",generated,6,1
169,We visited Tarn Taran last month.,"['We', 'visited', 'Tarn', 'Taran', 'last', 'month.']","[0, 0, 1, 2, 0, 0]",generated,6,1
170,Trade between Jehanabad and Chennai increased.,"['Trade', 'between', 'Jehanabad', 'and', 'Chennai', 'increased.']","[0, 0, 1, 0, 0, 0]",generated,6,1
171,Temperature in GUJARAT reached 45 degrees.,"['Temperature', 'in', 'GUJARAT', 'reached', '45', 'degrees.']","[0, 0, 1, 0, 0, 0]",generated,6,1
172,Educational institutions in NCT OF DELHI are top-rated.,"['Educational', 'institutions', 'in', 'NCT', 'OF', 'DELHI', 'are', 'top-rated.']","[0, 0, 0, 1, 2, 2, 0, 0]",generated,8,1
173,Agriculture in Cachar is thriving.,"['Agriculture', 'in', 'Cachar', 'is', 'thriving.']","[0, 0, 1, 0, 0]",generated,5,1
174,They were convicted of plotting to kill Mr. Castro during the 2000 Ibero-American summit in Panama City .,"['They', 'were', 'convicted', 'of', 'plotting', 'to', 'kill', 'Mr.', 'Castro', 'during', 'the', '2000', 'Ibero-American', 'summit', 'in', 'Panama', 'City', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]",original_hindi,18,1
175,I am going to Pashchim Champaran.,"['I', 'am', 'going', 'to', 'Pashchim', 'Champaran.']","[0, 0, 0, 0, 0, 0]",generated,6,0
176,Indonesian police said Wednesday the men were flown to Bali from neighboring Java island for questioning at Bali police headquarters .,"['Indonesian', 'police', 'said', 'Wednesday', 'the', 'men', 'were', 'flown', 'to', 'Bali', 'from', 'neighboring', 'Java', 'island', 'for', 'questioning', 'at', 'Bali', 'police', 'headquarters', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",original_hindi,21,3
177,The river flows through Rewari.,"['The', 'river', 'flows', 'through', 'Rewari.']","[0, 0, 0, 0, 0]",generated,5,0
178,North Garo Hills is known for its beautiful landscapes.,"['North', 'Garo', 'Hills', 'is', 'known', 'for', 'its', 'beautiful', 'landscapes.']","[1, 2, 2, 0, 0, 0, 0, 0, 0]",generated,9,1
179,Temperature in Anjaw reached 45 degrees.,"['Temperature', 'in', 'Anjaw', 'reached', '45', 'degrees.']","[0, 0, 1, 0, 0, 0]",generated,6,1
180,Main Pudukkottai ja raha hun.,"['Main', 'Pudukkottai', 'ja', 'raha', 'hun.']","[0, 1, 0, 0, 0]",generated,5,1
181,I was born in ASSAM.,"['I', 'was', 'born', 'in', 'ASSAM.']","[0, 0, 0, 0, 0]",generated,5,0
182,The route between Delhi and Jhargram is scenic.,"['The', 'route', 'between', 'Delhi', 'and', 'Jhargram', 'is', 'scenic.']","[0, 0, 0, 0, 0, 1, 0, 0]",generated,8,1
183,Weather in Gaya is pleasant today.,"['Weather', 'in', 'Gaya', 'is', 'pleasant', 'today.']","[0, 0, 1, 0, 0, 0]",generated,6,1
184,Firsy day,"['Firsy', 'day']","[0, 0]",original_conll,2,0
185,Haveri mein bahut garmi hai.,"['Haveri', 'mein', 'bahut', 'garmi', 'hai.']","[1, 0, 0, 0, 0]",generated,5,1
186,U.S. commanders have not explained how American forces will participate in the offensive .,"['U.S.', 'commanders', 'have', 'not', 'explained', 'how', 'American', 'forces', 'will', 'participate', 'in', 'the', 'offensive', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_hindi,14,0
187,The Mayurbhanj municipal corporation announced new rules.,"['The', 'Mayurbhanj', 'municipal', 'corporation', 'announced', 'new', 'rules.']","[0, 1, 0, 0, 0, 0, 0]",generated,7,1
188,Weather in Kendujhar is pleasant today.,"['Weather', 'in', 'Kendujhar', 'is', 'pleasant', 'today.']","[0, 0, 1, 0, 0, 0]",generated,6,1
189,Koppal mein bahut garmi hai.,"['Koppal', 'mein', 'bahut', 'garmi', 'hai.']","[1, 0, 0, 0, 0]",generated,5,1
190,"In a visit to the Peruvian consulate in Lower Subansiri Wednesday , Mr. Fujimori had his signature validated on a document joining his Si Cumple party with two other political parties .","['In', 'a', 'visit', 'to', 'the', 'Peruvian', 'consulate', 'in', 'Lower', 'Subansiri', 'Wednesday', ',', 'Mr.', 'Fujimori', 'had', 'his', 'signature', 'validated', 'on', 'a', 'document', 'joining', 'his', 'Si', 'Cumple', 'party', 'with', 'two', 'other', 'political', 'parties', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",enhanced,32,1
191,"A Florida restaurant paid 10,925 pounds ( $ 16,935 ) for the draft of "" Ai n't no telling "" , which Hendrix penned on a piece of London hotel stationery in late 1966 .","['A', 'Florida', 'restaurant', 'paid', '10,925', 'pounds', '(', '$', '16,935', ')', 'for', 'the', 'draft', 'of', '""', 'Ai', ""n't"", 'no', 'telling', '""', ',', 'which', 'Hendrix', 'penned', 'on', 'a', 'piece', 'of', 'London', 'hotel', 'stationery', 'in', 'late', '1966', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,35,0
192,"State media quoted China 's top negotiator with Taipei , Tang Shubei , as telling a visiting group from Taiwan on Wednesday that it was time for the rivals to hold political talks .","['State', 'media', 'quoted', 'China', ""'s"", 'top', 'negotiator', 'with', 'Taipei', ',', 'Tang', 'Shubei', ',', 'as', 'telling', 'a', 'visiting', 'group', 'from', 'Taiwan', 'on', 'Wednesday', 'that', 'it', 'was', 'time', 'for', 'the', 'rivals', 'to', 'hold', 'political', 'talks', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,34,0
193,Connecting Mahbubnagar with Bangalore by train.,"['Connecting', 'Mahbubnagar', 'with', 'Bangalore', 'by', 'train.']","[0, 1, 0, 0, 0, 0]",generated,6,1
194,South East Delhi district collector announced new policies.,"['South', 'East', 'Delhi', 'district', 'collector', 'announced', 'new', 'policies.']","[1, 2, 2, 0, 0, 0, 0, 0]",generated,8,1
195,Food from West is delicious.,"['Food', 'from', 'West', 'is', 'delicious.']","[0, 0, 1, 0, 0]",generated,5,1
196,Jalna ki yatra sundar thi.,"['Jalna', 'ki', 'yatra', 'sundar', 'thi.']","[1, 0, 0, 0, 0]",generated,5,1
197,The company expanded to Siang.,"['The', 'company', 'expanded', 'to', 'Siang.']","[0, 0, 0, 0, 0]",generated,5,0
198,"Up to today , we have no knowledge of any nurse stranded or kept in Libya without her will , and we have not received any complaint , "" the Polish embassy 's charge d'affaires in Tripoli , Tadeusz Awdankiewicz , told Reuters by telephone .","['Up', 'to', 'today', ',', 'we', 'have', 'no', 'knowledge', 'of', 'any', 'nurse', 'stranded', 'or', 'kept', 'in', 'Libya', 'without', 'her', 'will', ',', 'and', 'we', 'have', 'not', 'received', 'any', 'complaint', ',', '""', 'the', 'Polish', 'embassy', ""'s"", 'charge', ""d'affaires"", 'in', 'Tripoli', ',', 'Tadeusz', 'Awdankiewicz', ',', 'told', 'Reuters', 'by', 'telephone', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",original_conll,46,0
199,Connecting Chhindwara with Bangalore by train.,"['Connecting', 'Chhindwara', 'with', 'Bangalore', 'by', 'train.']","[0, 1, 0, 0, 0, 0]",generated,6,1
200,NAGALAND is known for its beautiful landscapes.,"['NAGALAND', 'is', 'known', 'for', 'its', 'beautiful', 'landscapes.']","[1, 0, 0, 0, 0, 0, 0]",generated,7,1
201,Champhai district collector announced new policies.,"['Champhai', 'district', 'collector', 'announced', 'new', 'policies.']","[1, 0, 0, 0, 0, 0]",generated,6,1
202,The train from West Kameng arrived late.,"['The', 'train', 'from', 'West', 'Kameng', 'arrived', 'late.']","[0, 0, 0, 1, 2, 0, 0]",generated,7,1
203,Japanese media reported Monday that the two countries hope to arrange to hold the talks in Kolkata in early November .,"['Japanese', 'media', 'reported', 'Monday', 'that', 'the', 'two', 'countries', 'hope', 'to', 'arrange', 'to', 'hold', 'the', 'talks', 'in', 'Kolkata', 'in', 'early', 'November', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",enhanced,21,1
204,New hospital opened in Dewas.,"['New', 'hospital', 'opened', 'in', 'Dewas.']","[0, 0, 0, 0, 0]",generated,5,0
205,She works in Karimganj.,"['She', 'works', 'in', 'Karimganj.']","[0, 0, 0, 0]",generated,4,0
206,The Jalna branch is performing well.,"['The', 'Jalna', 'branch', 'is', 'performing', 'well.']","[0, 1, 0, 0, 0, 0]",generated,6,1
207,The earthquake affected Kakching region.,"['The', 'earthquake', 'affected', 'Kakching', 'region.']","[0, 0, 0, 1, 0]",generated,5,1
208,The Satara museum displays ancient artifacts.,"['The', 'Satara', 'museum', 'displays', 'ancient', 'artifacts.']","[0, 1, 0, 0, 0, 0]",generated,6,1
209,She works in Faridabad.,"['She', 'works', 'in', 'Faridabad.']","[0, 0, 0, 0]",generated,4,0
210,The earthquake affected Jhunjhunun region.,"['The', 'earthquake', 'affected', 'Jhunjhunun', 'region.']","[0, 0, 0, 1, 0]",generated,5,1
211,Agriculture in Buxar is thriving.,"['Agriculture', 'in', 'Buxar', 'is', 'thriving.']","[0, 0, 1, 0, 0]",generated,5,1
212,My family is from Ramgarh.,"['My', 'family', 'is', 'from', 'Ramgarh.']","[0, 0, 0, 0, 0]",generated,5,0
213,Food from Mirzapur is delicious.,"['Food', 'from', 'Mirzapur', 'is', 'delicious.']","[0, 0, 1, 0, 0]",generated,5,1
214,Connecting Junagadh with Bangalore by train.,"['Connecting', 'Junagadh', 'with', 'Bangalore', 'by', 'train.']","[0, 1, 0, 0, 0, 0]",generated,6,1
215,The conference is in Farrukhabad.,"['The', 'conference', 'is', 'in', 'Farrukhabad.']","[0, 0, 0, 0, 0]",generated,5,0
216,"The FAO 's estimate includes damage to fishing industries in Indonesia , Maldives , Somalia , Sri Lanka and Thailand .","['The', 'FAO', ""'s"", 'estimate', 'includes', 'damage', 'to', 'fishing', 'industries', 'in', 'Indonesia', ',', 'Maldives', ',', 'Somalia', ',', 'Sri', 'Lanka', 'and', 'Thailand', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 2, 0, 1, 0]",original_hindi,21,5
217,Uttar Dinajpur experienced heavy rainfall.,"['Uttar', 'Dinajpur', 'experienced', 'heavy', 'rainfall.']","[1, 2, 0, 0, 0]",generated,5,1
218,The Aizawl museum displays ancient artifacts.,"['The', 'Aizawl', 'museum', 'displays', 'ancient', 'artifacts.']","[0, 1, 0, 0, 0, 0]",generated,6,1
219,Weather in Chamoli is pleasant today.,"['Weather', 'in', 'Chamoli', 'is', 'pleasant', 'today.']","[0, 0, 1, 0, 0, 0]",generated,6,1
220,Tumkur district collector announced new policies.,"['Tumkur', 'district', 'collector', 'announced', 'new', 'policies.']","[1, 0, 0, 0, 0, 0]",generated,6,1
221,Food from Sundargarh is delicious.,"['Food', 'from', 'Sundargarh', 'is', 'delicious.']","[0, 0, 1, 0, 0]",generated,5,1
222,The Amethi municipal corporation announced new rules.,"['The', 'Amethi', 'municipal', 'corporation', 'announced', 'new', 'rules.']","[0, 1, 0, 0, 0, 0, 0]",generated,7,1
223,"Earlier this week , the government said it had broken up a plot to attack several Western diplomatic missions in the capital , Lakhisarai .","['Earlier', 'this', 'week', ',', 'the', 'government', 'said', 'it', 'had', 'broken', 'up', 'a', 'plot', 'to', 'attack', 'several', 'Western', 'diplomatic', 'missions', 'in', 'the', 'capital', ',', 'Lakhisarai', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",enhanced,25,1
224,The Kishanganj museum displays ancient artifacts.,"['The', 'Kishanganj', 'museum', 'displays', 'ancient', 'artifacts.']","[0, 1, 0, 0, 0, 0]",generated,6,1
225,I live in Firozpur.,"['I', 'live', 'in', 'Firozpur.']","[0, 0, 0, 0]",generated,4,0
226,Monsoon arrived early in Garhwal.,"['Monsoon', 'arrived', 'early', 'in', 'Garhwal.']","[0, 0, 0, 0, 0]",generated,5,0
227,Educational institutions in Coimbatore are top-rated.,"['Educational', 'institutions', 'in', 'Coimbatore', 'are', 'top-rated.']","[0, 0, 0, 1, 0, 0]",generated,6,1
228,Australian and French news agencies say at least one of the men arrested ( Cholily ) was captured during a series of counter-terrorism raids last week in Indonesia .,"['Australian', 'and', 'French', 'news', 'agencies', 'say', 'at', 'least', 'one', 'of', 'the', 'men', 'arrested', '(', 'Cholily', ')', 'was', 'captured', 'during', 'a', 'series', 'of', 'counter-terrorism', 'raids', 'last', 'week', 'in', 'Indonesia', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",original_hindi,29,1
229,New hospital opened in Jalpaiguri.,"['New', 'hospital', 'opened', 'in', 'Jalpaiguri.']","[0, 0, 0, 0, 0]",generated,5,0
